Review ID,Folder/Lane,Subfolder,Filename,File Type,Drive URL,Bucket/Lane,Review Status,Priority,Relevance Score,Evidence Type,Metrics Found,Portfolio Potential,Resume Potential,Duplicate/Derivative?,Needs Follow-Up?,Notes / What to verify next,Confidence,Last Reviewed
TR-0530,"UntitledDocs (Call Notes, etc.)",_root,Untitled document(36).docx (TR-0530),Word,https://docs.google.com/document/d/1HLIPTZ9IJJDCPzlySas5JGMUfu8kLFN4,Sales Execution — Team Demo (Aaron+Kris; not Morgan-led),Reviewed - Morgan Set Meeting,Low,2,Morgan set meeting; Aaron+Kris ran demo (Holly/Meeta PTA; referral discount $26),"Holly/Meeta PTA; referral discount $26.34→$26; Holly 'I like it, want to see if we can make it work'; Susie as rep","Low — colleague's call, Morgan not present",Aaron+Kris demo; Morgan not mentioned,No,No,"Aaron+Kris joint demo with Holly+Meeta (PTA volunteers). Not Morgan's call. Holly set a high bar for support ('The bar is set super super high' re: HJ rep); Aaron introduced Susie as their TreeRing rep. Referral discount applied at close ($26.34→$26). Holly liked software, plans to check with school secretary and principal about switching. Covers: dashboard, custom pages, portraits, graphics, pricing, distribution options, checks.",High,
TR-0531,"UntitledDocs (Call Notes, etc.)",_root,Untitled document(37).docx (TR-0531),Word,https://docs.google.com/document/d/1hip614RMVle9NurZxs0dYxp3Cu7B702z,Sales Execution — Kris Account Activation (Ms. Barnes; Walsworth),Reviewed - Morgan Set Meeting,Low,1,Morgan set meeting; Kris ran activation (Ms. Barnes Walsworth; 'they're in!'),"Walsworth hardcover, 60pp, 1000+ students; sold 45 of 150 ordered; admin delayed distribution hurt sales; $35 price; May 1 deadline; Kris set up account","Low — Kris's call, no Morgan involvement",Ms. Barnes opened with 'they're in!' — admin delay caused sales drop (from 200 to 45),No,No,"Kris call with Ms. Barnes (Walsworth, hardcover, ~60 pages, 1000+ students). Opened with 'They're in!' — already cleared with principal. Key issue: sold only 45 of 150 ordered books; admin delayed distribution until last days of school (previously sold 200 when distributed earlier). Kris set up account: $35 price, May 1 deadline, fundraiser, zero-dollar agreement. Not Morgan's call.",High,
TR-0532,"UntitledDocs (Call Notes, etc.)",_root,Untitled document(38).docx (TR-0532),Word,https://docs.google.com/document/d/1l2FXopjCiweoOUs70drTSB_mebLTdXfv,Sales Execution — TJ Demo (Lisa; HJ misprints; designer-advisor),Reviewed - Morgan Set Meeting,Low,2,Morgan set meeting; TJ ran demo (Lisa designer; HJ 400 misprints),"HJ sent 400 misprints; Lisa sorted books herself; designs own ads + manages marketing; TJ demo covers distribution, portraits, themes","Low — TJ's demo, no Morgan involvement","Lisa's pain: 400 misprints, 2-day sort; TJ focused on distribution and organization wins",No,No,"TJ demo with Lisa (professional designer/photographer). HJ sent 400 misprint books; she had 2 days to sort and cross-reference multiple box types (hard/soft/personalized). She designs her own ads and manages school marketing. TJ demoed dashboard, roster upload, distribution/sorting tools, social media ads, Google Drive photo import, proofs, portraits, themes, fonts. Does her best work at 2am (has 3 girls + insomnia). Demo follow-up booked for next Wednesday 10am. Not Morgan's call.",High,
TR-0533,"UntitledDocs (Call Notes, etc.)",_root,Untitled document(39).docx (TR-0533),Word,https://docs.google.com/document/d/10tBiAn9GyOJRMbeTF-mLnZWXO5YUD_Sh,Sales Execution — Kris Demo (prospect confirmed Morgan prior contact),Reviewed - Morgan Set Meeting,Low,2,Morgan set meeting; Kris ran demo (prospect: 'Morgan asked us that previously'),"64pp, 250 books, losing money ($12 price vs $13.88 cost); 41% RLP; prospect: 'Morgan asked us that previously'; Kris priced to $13.15/56pp ($11.17 EPD)",Low — Kris ran demo; one Morgan reference,Prospect confirmed Morgan had prior contact ('Morgan asked us that previously' re: custom pages),No,No,"Kris demo with school losing money on yearbook: 64-page book costs $13.88, they sell for $12; 250 books; 41% RLP population. Only notable Morgan evidence: 'Them: Morgan asked us that previously' re: custom pages — confirms Morgan had prior contact with this prospect. Kris negotiated pricing to $13.15 for 56 pages; $11.17 with early-purchase discount. School comparing 3 companies. Not Morgan's demo.",High,
TR-0534,"UntitledDocs (Call Notes, etc.)",_root,Untitled document(40).docx (TR-0534),Word,https://docs.google.com/document/d/16ClfNufIB9RT7rRYcssrBW_AuyHK0xpY,Sales Execution — Kris Qual Call (Heather; locked into 350 minimum),Reviewed - Morgan Set Meeting,Low,1,Morgan set meeting; Kris ran qual (Heather locked into 350-unit minimum),"100pp softcover; locked into 350-unit minimum; losing money on leftovers; Kris $20 softcover ($17 EPD), $22+ hardcover; separate portrait company",Low — Kris's call,School's pain: 350-unit minimum with current publisher; sorting yearbooks 'today',No,No,"Kris qual call with Heather. School uses a 'big' yearbook publisher (wouldn't name); locked into 350-unit minimum order. Currently losing money on leftovers. Heather sorting books same day as call. Separate portrait company. Kris demoed software, quoted $20 softcover ($17 with EPD); hardcover $6.95 additional ($22+ with EPD). Heather: 'It seems to be very flexible and user-friendly.' Needs admin approval, no formal vote required. Not Morgan's call.",High,
TR-0535,"UntitledDocs (Call Notes, etc.)",_root,Untitled document(41).docx (TR-0535),Word,https://docs.google.com/document/d/1BIq0GWKvQVxPcrpXrOto7-eat-FOS8w0,Sales Execution — MORGAN'S OWN Qual Call (PTA school; 3-deadline pain; demo booked),Reviewed - Verified,High,6,Sales Execution — Morgan qual call; deadline pain surfaced; demo booked,"98pp, PTA fundraiser, clubs + 5th grade family ads; Mr. Lombardo (AP) oversees teachers; publisher imposes 3 hard deadlines; 'went past deadline last year, it was a mess'; Morgan books demo next day",High — Morgan solo discovery; surfaced critical pain; closed on demo,Morgan uncovered publisher-imposed multi-deadline pain and pivoted to demo in single call,No,No,"Morgan's own qual call. PTA school with 98 pages, clubs, and 5th grade family ads. Mr. Lombardo (assistant principal) oversees teachers designing their own pages — templates and themes especially helpful. Pain discovery: current publisher forces 3 separate hard deadlines (cover, ads, full book); 'went past deadline last year and had a lot of trouble, it was a mess.' School prefers online ordering but accepts cash/check from minority of families. Morgan quoted calculator price; prospect said 'that's pretty high.' Morgan responded: 'I'll see what we can do. Would you be interested in a demo?' — booked demo for next day at same time with pricing to be addressed together by demo rep.",High,
TR-0536,"UntitledDocs (Call Notes, etc.)",_root,Untitled document(42).docx (TR-0536),Word,https://docs.google.com/document/d/1QnyS8HpCji14xj1ZwOw7ajeeclWbVrDH,Sales Execution — MORGAN'S OWN Qual Call (photographer; 115→275-300 growth goal),Reviewed - Verified,High,7,Sales Execution — Morgan qual call; 2.4x growth prospect; demo closed,"HJ 100pp, professional photographer 'volun-told'; sold 115 last year; goal 275-300 (140-162% growth); bad HJ experience; Morgan closes on demo Wed 10am + sample to Wylie TX",High — Morgan rapport-building; elicits growth story; closes demo in single call,Morgan's warmth and curiosity surfaces impressive growth trajectory; same-call demo close,No,No,"Morgan's own qual call with professional photographer who was 'volun-told' as yearbook advisor. HJ, 100 pages. Previous estimate on file: 2000 books for a small school (she corrected it). Last year sold 115; this year goal is 275-300 (140-162% growth). Morgan: 'Oh my gosh that's amazing, well done!!' HJ just final deadline (no multi-deadline pain like others). Ordering: mostly online, office helped with cash payers. She does her best work at 2am. Morgan explained software (drag-and-drop, InDesign/Photoshop analogy), themes, no minimum orders. Demo booked Wednesday 10am. Sample book sent to 3014 Jacob Drive, Wylie TX 75098.",High,
TR-0537,"UntitledDocs (Call Notes, etc.)",_root,Untitled document(43).docx (TR-0537),Word,https://docs.google.com/document/d/1AsCfAfEuV2LtKqBPk6gRIfNYIFnKMfVX,Sales Execution — MORGAN'S OWN Qual Call (bid process; web research; custom pages objection),Reviewed - Verified,High,7,Sales Execution — Morgan bid call; web research; objection handling; passed to Leo,"450 books, 20-25 kept for emergencies (wildfires story); Morgan researched: Balfour→HJ = 'might not be loyal'; 8wk turnaround vs. 3-4wk; privacy objection on custom pages handled; sample offered; bid passed to Leo","High — Morgan's intelligence gathering, objection handling, and Leo handoff in a single call",Morgan web-researched the school before calling; surfaced turnaround time advantage; handled nuanced custom pages objection,No,No,"Morgan's own qual call for school going through a formal bid process. Key detail: '(Per web, they’re with Balfour this year and they were with HJ last year, which tells me they might not be loyal to only one company)' — Morgan did web research before the call. School reviews vendors annually, keeps 20-25 extras (emergency story: wildfires, students lost books and they replaced them). Turnaround advantage: 8 weeks current vs. our 3-4 weeks. Prospect hesitated on custom pages (privacy + competes with senior ads revenue) — Morgan handled gracefully: 'We want to make your life less stressful, not more stressful!' Demo pitched; sample sent; bid passed to Leo (VP Marketing) for formal response.",High,
TR-0538,"UntitledDocs (Call Notes, etc.)",_root,Untitled document(44).docx (TR-0538),Word,https://docs.google.com/document/d/1m3PN71a2CXql0JqBFRJKvQvWe27A_h_o,Empty File — No Content,Reviewed - No Evidence,Low,0,Empty file,N/A,None — empty,File is empty,No,No,File returned no content. Empty document.,High,
TR-0539,"UntitledDocs (Call Notes, etc.)",_root,Untitled document(45).docx (TR-0539),Word,https://docs.google.com/document/d/1HeU6Sza6y_zPI-P4-rJ6ohiLVl1irZiE,Sales Execution — MORGAN'S OWN Inbound Call (Lise called Morgan; 152pp; demo booked),Reviewed - Verified,High,7,Sales Execution — Morgan inbound call; 10+ topics covered; demo booked,"Lise called Morgan first (warm inbound); 152pp, ~120 sold, under 500 students; books cost $100/sells for $35 + ads; TreeRing $44 for 160pp = 'very happy'; Morgan covered: student accounts, marketing materials, ordering, custom pages, digital signing, photo editing, sample, GA references; demo booked 25th 3pm",High — warm inbound; Morgan handled broad multi-topic call solo; demo closed,Lise called Morgan — demonstrates Morgan's reputation as a contact worth reaching out to,No,No,"Morgan's own inbound call — Lise called Morgan. 152 pages, under 500 students, sells ~120 books. School's unusual model: books cost ~$100, sell for $35, make up rest with senior and business advertising. TreeRing's $44 calculator price for 160 pages made her 'very happy.' Morgan handled 10+ topics in single call: student account creation, marketing materials/email templates, ordering vs. money collection at school, custom pages placement, digital signing (new feature — Morgan noted she'd get an answer), photo editing in builder, page count flexibility, sample request, GA references offer. Demo confirmed for afternoon of the 25th at 3pm. School not in contract for next year. Morgan closed the call.",High,
TR-0540,"UntitledDocs (Call Notes, etc.)",_root,Untitled document(46).docx (TR-0540),Word,https://docs.google.com/document/d/1BzTxhvgzTs7foIaHIoATBdZ4SZfvXOgO,Sales Execution — TJ/Katrina Demo (new advisor; Walsworth),Reviewed - Morgan Set Meeting,Low,1,Morgan set meeting; TJ ran demo (Katrina new Walsworth advisor),Katrina new advisor; first year; Walsworth previously; Google Drive connection demo'd; TJ to send sample + thank you email,"Low — TJ's call, Morgan not present","Katrina: new, started a few months ago; limited time but appreciated the demo",No,No,"TJ + Katrina (new yearbook advisor, started a few months ago). Previously Walsworth. Connected via appear.in + phone for audio. Google Drive photo connection demoed. She had to leave early. TJ to send thank-you email + sample offer. Not Morgan's call.",High,
TR-0541,"UntitledDocs (Call Notes, etc.)",_root,Untitled document(47).docx (TR-0541),Word,https://docs.google.com/document/d/1RjvGh-yXp7aISos-mVk8JXZW_6W22wCi,Sales Execution — TJ Demo (Lifetouch school; account set up at end),Reviewed - Morgan Set Meeting,Low,2,Morgan set meeting; TJ ran demo (Lifetouch; 'this is how easy it SHOULD be'; acct set up),"Lifetouch, 48pp, ~200 books, $25 price; $14.09 TreeRing; spring carnival coverage advantage; 'That’s how easy it SHOULD be'; account set up at call close",Low — TJ's demo; account set up at end; Morgan not on call,"Key quote: 'I really like the software, thinks this is how easy it SHOULD be'",No,No,"TJ demo with Lifetouch school. 48 pages, ~200 books, sells for $25 ($14.09 at TreeRing). Missed fall early-bird pricing. Spring carnival coverage advantage (Lifetouch's long turnaround means they can't cover it; TreeRing's 3-week turnaround could allow it). Quote: 'Well I really like the software, thinks this is how easy it SHOULD be. The other one wasn’t difficult but there were multiple steps to get something done, and this is so easy.' Account set up at end of call. Not Morgan's demo.",High,
TR-0542,"UntitledDocs (Call Notes, etc.)",_root,Untitled document(49).docx (TR-0542),Word,https://docs.google.com/document/d/10YgKsPBKE1OKhARMbd53RwAnI0RutMXw,Empty File — No Content,Reviewed - No Evidence,Low,0,Empty file,N/A,None — empty,File is empty,No,No,File returned no content. Empty document.,High,
