Role / Company,Tags,Bullet Point
Element 8 / Strategy LLC,[brand][design],"- Designed high-impact marketing materials, including signage, apparel, and promotional collateral, using Adobe Creative Suite and advanced production techniques."
Element 8 / Strategy LLC,[content][brand],"- Designed high-impact marketing materials, including signage, apparel, and promotional content, using Adobe Creative Suite."
Element 8 / Strategy LLC,[design],"- Designed high-quality marketing collateral, from apparel to print pieces, using premium finishes like spot gloss and UV coating."
Element 8 / Strategy LLC,[brand],- Developed and presented creative work with confidence and responsiveness in both client and cross-functional meetings.
Element 8 / Strategy LLC,[brand],"- Developed brand identity systems—logos, color palettes, and templates still in use a decade later."
Element 8 / Strategy LLC,[brand],"- Developed campaigns across multiple channels, prioritizing brand cohesion and message alignment across all touchpoints."
Element 8 / Strategy LLC,[content][brand],"- Developed content review processes for client discovery and presentation materials, ensuring accuracy and brand alignment."
Element 8 / Strategy LLC,[brand][content],"- Developed integrated brand campaigns across apparel, print, web, and social channels, applying Google Analytics and SEO insights to guide content and creative direction."
Element 8 / Strategy LLC,[brand],"- Developed integrated campaigns across apparel, print, signage, and social, prioritizing cohesion and brand alignment."
Element 8 / Strategy LLC,[brand][design],"- Developed premium apparel and print designs using Adobe Creative Suite, collaborating with vendors and overseeing advanced print processes such as spot gloss and UV coatings."
Element 8 / Strategy LLC,[brand][design],"- Developed premium apparel and print designs with Adobe Creative Suite, collaborating with vendors and overseeing advanced print processes such as spot gloss and UV coatings, delivering standout, high-quality products."
Element 8 / Strategy LLC,[brand][design],"- Developed premium apparel and print designs with Adobe Creative Suite, collaborating with vendors and overseeing advanced print processes such as spot gloss and UV coatings."
Element 8 / Strategy LLC,[design][content],"- Developed premium apparel and print materials using Adobe InDesign, Photoshop, and Illustrator, featuring advanced techniques like spot gloss and UV coating for high-impact, vendor-ready assets."
Element 8 / Strategy LLC,[design][content],"- Developed premium apparel and print materials using Adobe InDesign, Photoshop, and Illustrator, often applying advanced techniques like spot gloss and UV coating for high-impact, vendor-ready assets."
Element 8 / Strategy LLC,[design][content],"- Developed premium apparel, print materials , and digital assets using Adobe InDesign, Photoshop, and Illustrator, often applying advanced techniques like spot gloss and UV coating for high-impact, vendor-ready assets."
Element 8 / Strategy LLC,[brand][design],"- Developed premium brand materials using advanced design techniques, demonstrating attention to detail and quality execution."
Element 8 / Strategy LLC,[content][brand],"- Directed comprehensive branding and digital asset creation for startup and nonprofit clients, establishing visual identity systems."
Element 8 / Strategy LLC,[brand],- Directed creative execution during company restructuring and developed visual systems still in use 10+ years later.
Element 8 / Strategy LLC,[brand],"- Directed creative rebranding during company restructuring, producing visual systems still in use 15+ years later"
Element 8 / Strategy LLC,[brand],"- Directed creative strategy during agency restructuring, developing visual systems for digital/email campaigns."
Element 8 / Strategy LLC,[brand],"- Directed creative strategy during restructuring, developing visual systems that supported integrated digital and email campaigns."
Element 8 / Strategy LLC,[brand],- Directed creative strategy for the agency’s rebrand — identity systems that still hold up today.
Element 8 / Strategy LLC,[brand],"- Directed cross-functional projects spanning print, digital, and social media, overseeing end-to-end creative execution."
Element 8 / Strategy LLC,[generalist],"- Directed multi-channel projects spanning premium print, digital ads, and social media, overseeing execution from concept to delivery."
Element 8 / Strategy LLC,[brand],"- Directed multi-channel projects, premium print, digital ads, and social media, leading full creative execution."
Element 8 / Strategy LLC,[content][brand],"- Directed signage, digital assets, and brand collateral for startups and nonprofits, balancing speed with strategic clarity."
Element 8 / Strategy LLC,[brand][content],- Edited multimedia assets using in-house video tools to enhance digital campaigns and brand storytelling.
Element 8 / Strategy LLC,[brand][content],"- Edited multimedia content to enhance digital storytelling, aligning creative outputs with brand strategy and campaign objectives."
Element 8 / Strategy LLC,[brand][content],"- Edited multimedia content using in-house video tools, supporting digital campaigns and brand storytelling."
Element 8 / Strategy LLC,[brand][content],"- Edited multimedia content with in-house video tools, enhancing digital campaigns and strengthening brand storytelling."
Element 8 / Strategy LLC,[brand],"- Enforced visual quality and brand consistency across print, social, apparel, and internal collateral."
Element 8 / Strategy LLC,[ops],"- Enhanced SEO and web analytics projects, translating data insights into visual communication improvements."
Element 8 / Strategy LLC,[brand],"- Ensured high visual quality and brand consistency across print, social, apparel, and internal collateral in fast-paced, feedback-driven environments."
Element 8 / Strategy LLC,[brand][design],"- Established brand systems still in use over 10 years later, demonstrating lasting strategic impact and design effectiveness."
Element 8 / Strategy LLC,[email],"- Executed digital campaign optimization via CMS updates and Google Analytics analysis, improving marketing performance and ROI."
Element 8 / Strategy LLC,[brand],"- Facilitated client presentations and stakeholder feedback sessions, refining creative deliverables to meet strategic objectives."
Element 8 / Strategy LLC,[brand],- Handpicked by CEO to lead visual identity development for new startup; brand systems created remain in use 15+ years later
Element 8 / Strategy LLC,[design],"- Handpicked by Element 8's CEO for promotion to Lead Designer at his next venture, Strategy LLC"
Element 8 / Strategy LLC,[design],"- Handpicked by Element 8's CEO for promotion to Lead Graphic Designer at his new venture, Strategy LLC"
Element 8 / Strategy LLC,[design],"- Handpicked by Element 8’s CEO for promotion to Lead Graphic Designer at his new venture, Strategy LLC"
Element 8 / Strategy LLC,[brand][design],"- Handpicked by the CEO during the company split at Element 8 (early-stage startup) to join his new venture and build their brand identity and deliver end-to-end design from the ground up (zero-to-one) in a lean, wear-many-hats environment"
