Role / Company,Tags,Bullet Point
USitek,[content],"- Produced store signage, displays, and promotional collateral that boosted local brand visibility."
USitek,[generalist],- Streamlined administrative operations by reconciling records and managing vendor communication processes.
USitek,[generalist],"- Streamlined daily shipping and online fulfillment for 200+ SKUs, achieving 100% on-time delivery in coordination with FedEx/UPS."
USitek,[generalist],"- TAX ADMINISTRATIVE ASSISTANT (SEASONAL): DEJOY, KNAUFF & BLOOD LLP (ADMIN) | ROCHESTER, NY | 2012"
USitek,[generalist],"- USitek, Administrative Marketing Assistant"
USitek,[generalist],- June 2015 – October 2015
USitek,[ops],"- Updated and reconciled over a year of bookkeeping records in QuickBooks, creating audit-ready files."
Element 8 / Strategy LLC,[content] [ops],"- Analyzed engagement trends and SEO performance to inform copy strategy, improve visibility, and strengthen brand alignment."
Element 8 / Strategy LLC,[content] [ops],"- Built and launched integrated social campaigns using SEO insights and Google Analytics to raise engagement and guide creative strategy across Facebook, YouTube, and Twitter."
Element 8 / Strategy LLC,[content],"- Collaborated directly with leadership on strategic direction, translating business goals into integrated campaigns across digital, print, and social channels for B2B and B2C clients"
Element 8 / Strategy LLC,[content],- Collaborated with the CEO on branding strategy to support multiple business evolutions.
Element 8 / Strategy LLC,[content] [ops],- Coordinated multi-channel campaigns including web optimization and Google Analytics implementation
Element 8 / Strategy LLC,[content],- Coordinated pre-press QA to ship multi-channel assets on-spec and on-time
Element 8 / Strategy LLC,[content] [ops],"- Created design assets for web, apparel, signage, and social media; conducted SEO research and Google Analytics analysis"
Element 8 / Strategy LLC,[generalist],- Presented work in client meetings and iterated on feedback in fast-paced environments
Element 8 / Strategy LLC,[content],"- Created presentation decks, social graphics, and web-ready files using Adobe Illustrator, InDesign, and Photoshop."
Element 8 / Strategy LLC,[content],"- Designed campaign assets and presentation decks for early-stage clients across nonprofit, startup, and educational sectors."
Element 8 / Strategy LLC,[content],"- Designed client-facing materials across print, apparel, social, and presentations, ensuring high standards and consistency."
Element 8 / Strategy LLC,[content],"- Designed high-quality marketing collateral, from apparel to print pieces, using premium finishes like spot gloss and UV coating."
Element 8 / Strategy LLC,[content],- Developed and presented creative work with confidence and responsiveness in both client and cross-functional meetings.
Element 8 / Strategy LLC,[content],"- Developed brand identity systems—logos, color palettes, and templates still in use a decade later."
Element 8 / Strategy LLC,[email],"- Developed campaigns across multiple channels, prioritizing brand cohesion and message alignment across all touchpoints."
Element 8 / Strategy LLC,[generalist],"- Developed content review processes for client discovery and presentation materials, ensuring accuracy and brand alignment."
Element 8 / Strategy LLC,[ops],"- Tracked content performance using Google Analytics, producing regular reports with actionable insights for optimization and user experience improvements."
Element 8 / Strategy LLC,[content] [ops],"- Developed integrated brand campaigns across apparel, print, web, and social channels, applying Google Analytics and SEO insights to guide content and creative direction."
Element 8 / Strategy LLC,[content],"- Developed integrated campaigns across apparel, print, signage, and social, prioritizing cohesion and brand alignment."
Element 8 / Strategy LLC,[mgmt],"- Developed premium apparel and print designs with Adobe Creative Suite, collaborating with vendors and overseeing advanced print processes such as spot gloss and UV coatings, delivering standout, high-quality products."
Element 8 / Strategy LLC,[content],"- Developed premium apparel and print materials using Adobe InDesign, Photoshop, and Illustrator, featuring advanced techniques like spot gloss and UV coating for high-impact, vendor-ready assets."
Element 8 / Strategy LLC,[content],"- Developed premium apparel, print materials , and digital assets using Adobe InDesign, Photoshop, and Illustrator, often applying advanced techniques like spot gloss and UV coating for high-impact, vendor-ready assets."
Element 8 / Strategy LLC,[content],"- Directed comprehensive branding and digital asset creation for startup and nonprofit clients, establishing visual identity systems."
Element 8 / Strategy LLC,[ops],- Supported integrated marketing campaigns combining Google Analytics insights with strategy to optimize customer engagement.
Element 8 / Strategy LLC,[generalist],"- Facilitated client presentations and stakeholder feedback sessions, refining creative deliverables to meet strategic objectives."
Element 8 / Strategy LLC,[ops],"- Enhanced SEO and web analytics projects, translating data insights into visual communication improvements."
Element 8 / Strategy LLC,[generalist],"- Established brand systems still in use over 10 years later, demonstrating lasting strategic impact and design effectiveness."
Element 8 / Strategy LLC,[content],- Directed creative execution during company restructuring and developed visual systems still in use 10+ years later.
Element 8 / Strategy LLC,[generalist],"- Juggled ≈6 active web, print, and apparel projects at any given time, keeping rush edits under 48-hour turnaround."
Element 8 / Strategy LLC,[generalist],"- Delivered high-quality designs with advanced print techniques (spot gloss, UV coatings), working with 3 unique vendors."
Element 8 / Strategy LLC,[generalist],"- Coordinated with clients, leading in-person reviews, CMS updates, and brand support with a 95% first-proof approval rate."
Element 8 / Strategy LLC,[email] [ops],- Set up Google Ads creative variations and Analytics tagging; early A/B tests trimmed average CPC ≈10% without extra budget.
Element 8 / Strategy LLC,[content],"- Directed creative rebranding during company restructuring, producing visual systems still in use 15+ years later"
Element 8 / Strategy LLC,[content] [email],"- Directed creative strategy during agency restructuring, developing visual systems for digital/email campaigns."
Element 8 / Strategy LLC,[content] [email],"- Directed creative strategy during restructuring, developing visual systems that supported integrated digital and email campaigns."
Element 8 / Strategy LLC,[generalist],"- Produced premium apparel/print designs using Adobe Creative Suite, collaborating with vendors to meet stringent quality controls."
Element 8 / Strategy LLC,[generalist],"- Articulated rationale and fielded stakeholder feedback during on-site meetings, refining deliverables to achieve clear communication."
Element 8 / Strategy LLC,[content] [ops],"- Supported digital campaigns by managing CMS updates, Google Ads, and Analytics, contributing to a unified marketing strategy."
Element 8 / Strategy LLC,[content],"- Edited multimedia content to enhance digital storytelling, aligning creative outputs with brand strategy and campaign objectives."
