Role / Company,Tags,Bullet Point,accuracy_score,believability_score,clarity_score,ats_value,manager_test,weaknesses
Element 8 / Strategy LLC,[brand][design],"- Established brand systems still in use over 10 years later, demonstrating lasting strategic impact and design effectiveness.",60.0,55.0,70.0,40.0,FAIL,"The bullet is overly vague, lacks specific tools or metrics, and relies on a subjective claim about 'lasting strategic impact' that is difficult to verify without concrete evidence of what the system actually is."
Element 8 / Strategy LLC,[email],"- Executed digital campaign optimization via CMS updates and Google Analytics analysis, improving marketing performance and ROI.",50.0,60.0,60.0,65.0,FAIL,"The bullet is generic, lacks specific metrics or scope, and uses vague outcome language ('improving marketing performance and ROI') without providing evidence or context."
Element 8 / Strategy LLC,[brand],"- Facilitated client presentations and stakeholder feedback sessions, refining creative deliverables to meet strategic objectives.",60.0,70.0,75.0,50.0,FAIL,"The bullet uses the banned phrase 'Facilitated' (often a synonym for 'helped with' or 'participated in' in this context), lacks specific metrics or tools, and is generic enough to apply to almost any client-facing role without modification."
Element 8 / Strategy LLC,[brand],- Handpicked by CEO to lead visual identity development for new startup; brand systems created remain in use 15+ years later,85.0,80.0,95.0,70.0,PASS,None
Element 8 / Strategy LLC,[design],"- Handpicked by Element 8's CEO for promotion to Lead Designer at his next venture, Strategy LLC",60.0,65.0,90.0,40.0,FAIL,"The bullet relies on a subjective, unverifiable claim about being 'handpicked' by a CEO, which is difficult to prove in a reference check and lacks any mention of professional systems, tools, or measurable outcomes."
Element 8 / Strategy LLC,[design],"- Handpicked by Element 8's CEO for promotion to Lead Graphic Designer at his new venture, Strategy LLC",70.0,65.0,90.0,40.0,FAIL,The bullet relies on a subjective claim of being 'handpicked' which is unverifiable and reads as a narrative anecdote rather than a professional achievement or system-based outcome.
Element 8 / Strategy LLC,[design],"- Handpicked by Element 8’s CEO for promotion to Lead Graphic Designer at his new venture, Strategy LLC",85.0,80.0,95.0,40.0,PASS,"The bullet is highly specific and verifiable but lacks technical depth or outcome metrics, making it more of a career milestone than a demonstration of professional capability."
Element 8 / Strategy LLC,[brand][design],"- Handpicked by the CEO during the company split at Element 8 (early-stage startup) to join his new venture and build their brand identity and deliver end-to-end design from the ground up (zero-to-one) in a lean, wear-many-hats environment",70.0,65.0,75.0,60.0,FAIL,"The bullet uses a dash in prose, contains parenthetical asides, and relies on subjective, unverifiable claims like 'handpicked by the CEO' which are difficult to validate in a professional reference check."
Element 8 / Strategy LLC,[brand],"- Handpicked by the CEO to brand a new venture from the ground up, delivering a visual identity system still in use a decade later.",85.0,80.0,90.0,60.0,PASS,None
Element 8 / Strategy LLC,[brand][design],"- Hired as Design Assistant at Element 8, then handpicked by the CEO to help launch and brand his next venture (Strategy, LLC) from the ground up, a brand identity system that remained in use across 10+ years and multiple business evolutions.",70.0,65.0,75.0,60.0,FAIL,"The bullet uses the banned phrase 'help launch' and contains a dash in prose, which violates the formatting rules."
Element 8 / Strategy LLC,[brand][design],"- Hired as Design Assistant at Element 8, then handpicked by the CEO to help launch and brand his next venture (Strategy, LLC) from the ground up, a brand identity system that remains in use more than a decade later.",70.0,65.0,75.0,50.0,FAIL,"The bullet uses the banned phrase 'help launch' and contains a comma splice/run-on structure that makes it read like a narrative story rather than a professional achievement bullet. It also lacks specific metrics or tools, relying on a subjective claim about the brand identity remaining in use."
Element 8 / Strategy LLC,[design],"- Joined Element 8 (early-stage startup); after a founder split, transitioned immediately to Strategy, LLC to deliver end-to-end marketing/design in a lean, wear-many-hats environment",60.0,65.0,60.0,50.0,FAIL,"The bullet uses a dash in prose, contains parentheses, and describes a career narrative rather than a specific outcome or system-level achievement."
Element 8 / Strategy LLC,[generalist],"- Juggled ≈6 active web, print, and apparel projects at any given time, keeping rush edits under 48-hour turnaround.",75.0,80.0,85.0,60.0,FAIL,"The bullet uses the word 'Juggled', which is informal and weak, and contains a dash in the phrase '48-hour', which violates the strict formatting rules provided."
Element 8 / Strategy LLC,[brand],"- Led campaign execution from concept through final delivery, presenting creative concepts to clients and refining deliverables through iteration and stakeholder feedback",,,,,,
Element 8 / Strategy LLC,[brand],"- Led creative direction and brand system development during company restructuring, ensuring visual consistency across all marketing channels.",,,,,,
Element 8 / Strategy LLC,[brand],- Led creative direction and developed a lasting brand identity system still in use today.,,,,,,
Element 8 / Strategy LLC,[brand],"- Led creative direction and developed visual brand systems still in use today, demonstrating ability to create lasting frameworks.",60.0,65.0,70.0,50.0,FAIL,"The bullet uses vague, subjective language ('creative direction', 'visual brand systems') without naming a specific project, company, or measurable outcome, making it impossible to verify."
Element 8 / Strategy LLC,[brand],"- Led creative direction during agency rebrand, developing lasting brand identity systems still in use today.",65.0,70.0,80.0,60.0,FAIL,"The bullet uses the banned phrase 'Led' (often associated with vague task descriptions) and lacks specific metrics, tools, or the scale of the agency rebrand, making it feel generic."
Element 8 / Strategy LLC,[brand],"- Led creative direction during agency restructuring, developing brand identity systems still in use today.",70.0,75.0,80.0,65.0,PASS,The bullet is slightly vague regarding the specific scale of the restructuring and lacks a concrete metric or specific tool mention to ground the claim of 'brand identity systems'.
Element 8 / Strategy LLC,[brand],"- Led creative direction during agency restructuring, developing visual identity systems still in use today.",70.0,75.0,80.0,60.0,PASS,The bullet is slightly generic and lacks specific metrics or tool mentions to ground the claim of 'visual identity systems' in a tangible outcome.
Element 8 / Strategy LLC,[brand],"- Led creative direction during company restructuring, developing visual brand systems and presentation templates.",60.0,70.0,75.0,65.0,FAIL,"The bullet uses the banned phrase 'Led' (often a proxy for 'responsible for' or 'managed') and lacks specific metrics or tangible outcomes, making it feel like a generic task description rather than a systems-level achievement."
Element 8 / Strategy LLC,[brand],"- Led creative direction during company restructuring, developing visual systems and brand standards still in use today.",65.0,70.0,75.0,60.0,FAIL,"The bullet uses the banned phrase 'Led' (often a proxy for 'responsible for' or 'managed') and lacks specific metrics, tools, or tangible evidence of the 'visual systems' created, making it feel generic and unverifiable."
Element 8 / Strategy LLC,[brand],"- Led creative direction during company restructuring, developing visual systems still in use today.",65.0,70.0,75.0,60.0,FAIL,"The bullet uses the vague, overused verb 'Led' and lacks specific metrics, tools, or concrete evidence of the 'visual systems' mentioned, making it feel like generic resume filler."
Element 8 / Strategy LLC,[brand],"- Led creative direction during company restructuring, developing visual systems that remain in use today.",65.0,70.0,75.0,60.0,FAIL,"The bullet fails the manager test because it ends with a period and uses generic, vague language ('creative direction', 'visual systems') that lacks specific metrics, tools, or tangible outcomes to verify the claim."
Element 8 / Strategy LLC,[brand],- Led creative direction during restructuring and developed visual systems still in use today.,50.0,60.0,65.0,40.0,FAIL,"The bullet is too generic, lacks specific metrics or tool mentions, and uses vague language like 'creative direction' and 'visual systems' without defining the scope or impact."
Element 8 / Strategy LLC,[content][brand],"- Led creative initiatives across print, apparel, and social platforms, ensuring quality across all client-facing assets.",40.0,50.0,60.0,40.0,FAIL,"The bullet is overly generic, lacks specific metrics or tools, and uses vague language like 'ensuring quality' which is impossible to verify."
